engagement_id,audience_id,channel_type,impressions,reach,frequency,engagement_rate
ENG_000428,AUD_000123,Retail,4977,3007,1.66,0.0138
ENG_000429,AUD_000123,Social,10592,6480,1.63,0.0577
ENG_000430,AUD_000123,OOH,7583,5434,1.4,0.003
ENG_000431,AUD_000124,Radio,15159,13188,1.15,0.0272
ENG_000432,AUD_000124,Print,5573,4609,1.21,0.0252
ENG_000433,AUD_000124,OOH,8227,6585,1.25,0.0285
ENG_000434,AUD_000124,Retail,1802,1335,1.35,0.007
ENG_000435,AUD_000124,Streaming,54864,45695,1.2,0.0068
ENG_000436,AUD_000125,Print,6056,5182,1.17,0.0011
ENG_000437,AUD_000125,OOH,19106,15936,1.2,0.0143
ENG_000438,AUD_000125,Streaming,76315,65536,1.16,0.0102
ENG_000439,AUD_000125,TV,80182,56947,1.41,0.0023
ENG_000440,AUD_000126,Digital,29946,18144,1.65,0.0332
ENG_000441,AUD_000126,Radio,1027,885,1.16,0.0107
ENG_000442,AUD_000126,Print,17092,14414,1.19,0.0072
ENG_000443,AUD_000126,Social,22409,17517,1.28,0.0619
ENG_000444,AUD_000127,TV,69182,58551,1.18,0.0098
ENG_000445,AUD_000127,Social,21869,15782,1.39,0.0593
ENG_000446,AUD_000127,Digital,13192,10243,1.29,0.0229
ENG_000447,AUD_000128,OOH,17329,14562,1.19,0.0134
ENG_000448,AUD_000128,Email,1815,1360,1.33,0.0282
ENG_000449,AUD_000128,Print,4254,3613,1.18,0.0238
ENG_000450,AUD_000128,TV,114886,98981,1.16,0.0013
ENG_000451,AUD_000129,Retail,4499,4038,1.11,0.0269
ENG_000452,AUD_000129,Streaming,47186,31099,1.52,0.0134
ENG_000453,AUD_000130,Print,17506,15284,1.15,0.0143
ENG_000454,AUD_000130,Social,7109,6131,1.16,0.0744
ENG_000455,AUD_000131,OOH,9354,8340,1.12,0.0252
ENG_000456,AUD_000131,Retail,4080,2973,1.37,0.0162
ENG_000457,AUD_000131,Print,10518,8709,1.21,0.022
ENG_000458,AUD_000131,TV,130637,81010,1.61,0.0025
ENG_000459,AUD_000131,Digital,38154,27030,1.41,0.0194
ENG_000460,AUD_000132,Retail,4621,3466,1.33,0.006
ENG_000461,AUD_000132,Streaming,37163,30200,1.23,0.0153
ENG_000462,AUD_000133,Streaming,36863,30011,1.23,0.0136
ENG_000463,AUD_000133,Digital,43353,36865,1.18,0.031
ENG_000464,AUD_000133,Email,6217,3958,1.57,0.0173
ENG_000465,AUD_000134,TV,82223,54553,1.51,0.0097
ENG_000466,AUD_000134,OOH,1220,837,1.46,0.0089
ENG_000467,AUD_000135,Radio,3328,2359,1.41,0.025
ENG_000468,AUD_000135,Print,9713,6149,1.58,0.0286
ENG_000469,AUD_000135,Social,22296,18031,1.24,0.0434
ENG_000470,AUD_000135,OOH,10722,7448,1.44,0.0169
ENG_000471,AUD_000136,Streaming,50647,36018,1.41,0.0148
ENG_000472,AUD_000136,Email,17107,14988,1.14,0.0248
ENG_000473,AUD_000136,Social,15749,13001,1.21,0.044
ENG_000474,AUD_000137,OOH,9247,6881,1.34,0.0124
ENG_000475,AUD_000137,Print,19420,13707,1.42,0.0012
ENG_000476,AUD_000137,Social,22994,18883,1.22,0.0405
ENG_000477,AUD_000137,Email,5576,4326,1.29,0.01
ENG_000478,AUD_000138,Digital,9064,6220,1.46,0.0349
ENG_000479,AUD_000138,Streaming,78079,58444,1.34,0.007
ENG_000480,AUD_000138,Social,19294,14477,1.33,0.0798
ENG_000481,AUD_000138,Email,16336,11568,1.41,0.0225
ENG_000482,AUD_000139,Digital,10046,8097,1.24,0.0322
ENG_000483,AUD_000139,TV,60641,43919,1.38,0.0065
ENG_000484,AUD_000139,Social,20494,17380,1.18,0.048
ENG_000485,AUD_000140,Email,10031,6123,1.64,0.012
ENG_000486,AUD_000140,Print,16694,10716,1.56,0.013
ENG_000487,AUD_000140,OOH,15148,10007,1.51,0.0021
ENG_000488,AUD_000141,Streaming,17288,11378,1.52,0.0132
ENG_000489,AUD_000141,Retail,2055,1849,1.11,0.0248
ENG_000490,AUD_000141,Email,8833,5940,1.49,0.0016
ENG_000491,AUD_000142,Streaming,76625,52017,1.47,0.0053
ENG_000492,AUD_000142,Email,12588,8502,1.48,0.0164
ENG_000493,AUD_000143,Email,5372,4345,1.24,0.0113
ENG_000494,AUD_000143,OOH,19661,14112,1.39,0.011
ENG_000495,AUD_000143,Digital,23119,15209,1.52,0.0343
ENG_000496,AUD_000143,Print,9288,6538,1.42,0.0215
ENG_000497,AUD_000144,Radio,19739,17052,1.16,0.0068
ENG_000498,AUD_000144,Streaming,75755,55822,1.36,0.0189
ENG_000499,AUD_000144,Social,22519,15143,1.49,0.0409
ENG_000500,AUD_000145,Print,18780,15279,1.23,0.0177
ENG_000501,AUD_000145,Email,18602,13601,1.37,0.0083
ENG_000502,AUD_000145,Streaming,70814,56367,1.26,0.0189
ENG_000503,AUD_000145,Radio,11715,10348,1.13,0.0122
ENG_000504,AUD_000145,OOH,2504,2022,1.24,0.0184
ENG_000505,AUD_000146,Print,9642,8274,1.17,0.0281
ENG_000506,AUD_000146,Digital,25088,19823,1.27,0.0268
ENG_000507,AUD_000147,Social,23413,20621,1.14,0.037
ENG_000508,AUD_000147,Print,15143,11471,1.32,0.0115
ENG_000509,AUD_000147,OOH,4831,3601,1.34,0.0181
ENG_000510,AUD_000148,Print,2592,1625,1.6,0.0265
ENG_000511,AUD_000148,OOH,5296,4218,1.26,0.028
ENG_000512,AUD_000148,Retail,4550,3840,1.18,0.0186
ENG_000513,AUD_000149,Radio,1295,849,1.53,0.0287
ENG_000514,AUD_000149,Digital,34766,22516,1.54,0.0466
ENG_000515,AUD_000150,Radio,19747,12093,1.63,0.0089
ENG_000516,AUD_000150,Streaming,56116,45976,1.22,0.0107
ENG_000517,AUD_000151,Retail,1732,1057,1.64,0.0123
ENG_000518,AUD_000151,Print,14927,10783,1.38,0.0193
ENG_000519,AUD_000151,Radio,8727,6811,1.28,0.0296
ENG_000520,AUD_000151,Streaming,56243,34361,1.64,0.0073
ENG_000521,AUD_000152,Digital,26170,17590,1.49,0.0315
ENG_000522,AUD_000152,Print,10060,6079,1.65,0.0026
ENG_000523,AUD_000152,Streaming,74817,51935,1.44,0.0192
ENG_000524,AUD_000153,Streaming,28499,24658,1.16,0.0129
ENG_000525,AUD_000153,Retail,2053,1695,1.21,0.011
ENG_000526,AUD_000153,Email,16986,11618,1.46,0.0014
ENG_000527,AUD_000153,TV,105668,86779,1.22,0.0032
ENG_000528,AUD_000154,Email,19514,15268,1.28,0.0145
ENG_000529,AUD_000154,TV,86625,58861,1.47,0.001
ENG_000530,AUD_000154,Print,7626,4772,1.6,0.0273
ENG_000531,AUD_000155,OOH,4152,3324,1.25,0.006
ENG_000532,AUD_000155,Email,11765,9538,1.23,0.008
ENG_000533,AUD_000156,OOH,8229,6145,1.34,0.0113
ENG_000534,AUD_000156,Email,9429,6904,1.37,0.0029
ENG_000535,AUD_000156,Radio,5170,3790,1.36,0.0148
ENG_000536,AUD_000157,Radio,19265,16915,1.14,0.0094
ENG_000537,AUD_000157,Email,4189,2739,1.53,0.0123
ENG_000538,AUD_000157,Digital,33048,20877,1.58,0.0457
ENG_000539,AUD_000158,Social,9724,6357,1.53,0.0625
ENG_000540,AUD_000158,Digital,14098,12526,1.13,0.0238
ENG_000541,AUD_000158,Retail,1304,863,1.51,0.0084
ENG_000542,AUD_000159,Social,6164,4572,1.35,0.0713
ENG_000543,AUD_000159,TV,191451,170722,1.12,0.0068
ENG_000544,AUD_000159,Email,11831,8888,1.33,0.0269
ENG_000545,AUD_000160,OOH,3289,2793,1.18,0.0185
ENG_000546,AUD_000160,Social,20781,17858,1.16,0.0333
ENG_000547,AUD_000160,Streaming,24669,19897,1.24,0.0066
ENG_000548,AUD_000160,Radio,15470,10890,1.42,0.008
ENG_000549,AUD_000160,Retail,3470,2409,1.44,0.0204
ENG_000550,AUD_000161,Retail,1190,995,1.2,0.0036
ENG_000551,AUD_000161,Digital,49128,32232,1.52,0.0171
ENG_000552,AUD_000162,Radio,9238,6068,1.52,0.0083
ENG_000553,AUD_000162,Streaming,38257,27456,1.39,0.0094
ENG_000554,AUD_000162,TV,105119,89047,1.18,0.0077
ENG_000555,AUD_000162,Print,19462,16396,1.19,0.0131
ENG_000556,AUD_000162,Digital,11088,7493,1.48,0.0163
ENG_000557,AUD_000163,TV,89386,58060,1.54,0.009
ENG_000558,AUD_000163,OOH,15464,11124,1.39,0.0155
ENG_000559,AUD_000164,Digital,46104,34678,1.33,0.0453
ENG_000560,AUD_000164,OOH,15615,13686,1.14,0.0103
ENG_000561,AUD_000164,Retail,4451,2812,1.58,0.0184
ENG_000562,AUD_000164,TV,107225,70393,1.52,0.0078
ENG_000563,AUD_000165,TV,61373,53385,1.15,0.007
ENG_000564,AUD_000165,Email,7937,6272,1.27,0.0051
ENG_000565,AUD_000165,OOH,17858,14630,1.22,0.0133
ENG_000566,AUD_000166,OOH,19072,13807,1.38,0.0149
ENG_000567,AUD_000166,Radio,19112,15240,1.25,0.029
ENG_000568,AUD_000166,Digital,47875,29124,1.64,0.0216
ENG_000569,AUD_000166,Social,14800,11711,1.26,0.0332
ENG_000570,AUD_000166,Print,10405,8802,1.18,0.0113
ENG_000571,AUD_000167,Email,10721,8840,1.21,0.0223
ENG_000572,AUD_000167,Retail,3227,2053,1.57,0.0101
ENG_000573,AUD_000167,Print,7685,5333,1.44,0.0297
ENG_000574,AUD_000167,TV,67821,57328,1.18,0.0056
ENG_000575,AUD_000167,Digital,12092,10112,1.2,0.0437
ENG_000576,AUD_000168,Print,12826,11209,1.14,0.0128
ENG_000577,AUD_000168,Email,14495,8751,1.66,0.0238
ENG_000578,AUD_000168,Digital,46980,41176,1.14,0.0467
ENG_000579,AUD_000168,Radio,8492,6892,1.23,0.014
ENG_000580,AUD_000168,Retail,3078,1988,1.55,0.0175
ENG_000581,AUD_000169,Retail,571,439,1.3,0.0063
ENG_000582,AUD_000169,Email,5190,3621,1.43,0.0222
ENG_000583,AUD_000169,Radio,12092,8536,1.42,0.0276
ENG_000584,AUD_000169,Streaming,58269,49630,1.17,0.008
ENG_000585,AUD_000169,TV,84199,56325,1.49,0.0046
ENG_000586,AUD_000170,Retail,2832,1821,1.56,0.0135
ENG_000587,AUD_000170,Streaming,38049,23484,1.62,0.0143
ENG_000588,AUD_000171,TV,96907,75306,1.29,0.0023
ENG_000589,AUD_000171,Streaming,12115,9522,1.27,0.008
ENG_000590,AUD_000171,OOH,5869,4069,1.44,0.0294
ENG_000591,AUD_000171,Social,7232,5654,1.28,0.03
ENG_000592,AUD_000171,Print,13100,7989,1.64,0.0218
ENG_000593,AUD_000172,Print,1838,1356,1.36,0.0135
ENG_000594,AUD_000172,Digital,47363,37903,1.25,0.0424
ENG_000595,AUD_000172,Retail,2123,1658,1.28,0.0277
ENG_000596,AUD_000172,OOH,16330,12436,1.31,0.0072
ENG_000597,AUD_000173,OOH,1787,1099,1.63,0.0293
ENG_000598,AUD_000173,Print,17573,11365,1.55,0.0098
ENG_000599,AUD_000173,Social,15121,13520,1.12,0.0426
ENG_000600,AUD_000173,Radio,11112,8960,1.24,0.0074
ENG_000601,AUD_000174,Retail,4743,3427,1.38,0.0056
ENG_000602,AUD_000174,Social,23356,19222,1.22,0.0743
ENG_000603,AUD_000175,Email,11990,9277,1.29,0.0107
ENG_000604,AUD_000175,Radio,14997,9741,1.54,0.0148
ENG_000605,AUD_000176,Print,5795,3843,1.51,0.0275
ENG_000606,AUD_000176,Email,5677,3963,1.43,0.0223
ENG_000607,AUD_000176,Retail,1801,1344,1.34,0.0193
ENG_000608,AUD_000177,Print,9863,7301,1.35,0.0066
ENG_000609,AUD_000177,Digital,49038,39425,1.24,0.0201
ENG_000610,AUD_000177,Social,9238,7968,1.16,0.0787
ENG_000611,AUD_000177,TV,159101,114445,1.39,0.0014
ENG_000612,AUD_000178,Retail,1212,926,1.31,0.0294
ENG_000613,AUD_000178,Print,17816,12805,1.39,0.0156
ENG_000614,AUD_000179,Email,9211,7195,1.28,0.0296
ENG_000615,AUD_000179,OOH,1622,1340,1.21,0.0207
ENG_000616,AUD_000179,Retail,3450,2156,1.6,0.0288
ENG_000617,AUD_000179,Streaming,52468,38045,1.38,0.0063
ENG_000618,AUD_000179,Digital,48726,33616,1.45,0.0119
ENG_000619,AUD_000180,Social,9112,6955,1.31,0.0273
ENG_000620,AUD_000180,Streaming,34984,23801,1.47,0.0113
ENG_000621,AUD_000180,Retail,1058,890,1.19,0.0197
ENG_000622,AUD_000181,OOH,9116,7197,1.27,0.0187
ENG_000623,AUD_000181,Email,1077,675,1.6,0.0205
ENG_000624,AUD_000181,Retail,1792,1161,1.54,0.0242
ENG_000625,AUD_000182,Print,4139,3105,1.33,0.0116
ENG_000626,AUD_000182,Social,2018,1214,1.66,0.0292
ENG_000627,AUD_000183,Radio,8086,5029,1.61,0.0067
ENG_000628,AUD_000183,Digital,30885,24434,1.26,0.0374
ENG_000629,AUD_000184,Retail,1953,1218,1.6,0.0151
ENG_000630,AUD_000184,TV,98127,66071,1.49,0.0059
ENG_000631,AUD_000185,OOH,12392,9682,1.28,0.027
ENG_000632,AUD_000185,Digital,21048,13245,1.59,0.0409
ENG_000633,AUD_000185,TV,177390,140258,1.26,0.0046
ENG_000634,AUD_000185,Print,19851,16064,1.24,0.0014
ENG_000635,AUD_000185,Streaming,10747,8673,1.24,0.0148
ENG_000636,AUD_000186,OOH,12231,10431,1.17,0.0266
ENG_000637,AUD_000186,Print,6707,5913,1.13,0.0256
ENG_000638,AUD_000187,Retail,4680,4085,1.15,0.0149
ENG_000639,AUD_000187,Social,13213,11547,1.14,0.0388
ENG_000640,AUD_000187,Print,17148,11854,1.45,0.0189
ENG_000641,AUD_000188,OOH,19102,14052,1.36,0.0049
ENG_000642,AUD_000188,TV,86865,66009,1.32,0.0027
ENG_000643,AUD_000189,Retail,881,693,1.27,0.02
ENG_000644,AUD_000189,TV,186229,112277,1.66,0.0088
ENG_000645,AUD_000190,Retail,2178,1416,1.54,0.012
ENG_000646,AUD_000190,Streaming,11653,7079,1.65,0.0179
ENG_000647,AUD_000190,OOH,8035,5249,1.53,0.0212
ENG_000648,AUD_000191,Digital,34548,24712,1.4,0.0244
ENG_000649,AUD_000191,Radio,2406,2081,1.16,0.0036
ENG_000650,AUD_000191,Streaming,24641,15514,1.59,0.012
ENG_000651,AUD_000192,Retail,2262,1470,1.54,0.0122
ENG_000652,AUD_000192,Digital,49540,30118,1.64,0.04
ENG_000653,AUD_000192,Email,3734,2689,1.39,0.0157
ENG_000654,AUD_000192,Radio,4700,3952,1.19,0.0296
ENG_000655,AUD_000193,Email,1231,804,1.53,0.0038
ENG_000656,AUD_000193,Print,7186,5405,1.33,0.0264
ENG_000657,AUD_000193,Radio,6547,4777,1.37,0.0078
ENG_000658,AUD_000193,Streaming,12063,7855,1.54,0.0056
ENG_000659,AUD_000193,Retail,2948,1842,1.6,0.0209
ENG_000660,AUD_000194,Social,1390,984,1.41,0.0318
ENG_000661,AUD_000194,TV,186814,127837,1.46,0.0017
ENG_000662,AUD_000194,Digital,48564,34131,1.42,0.0279
ENG_000663,AUD_000194,Radio,11476,6894,1.66,0.0085
ENG_000664,AUD_000195,Digital,34267,21200,1.62,0.0413
ENG_000665,AUD_000195,Retail,4630,3125,1.48,0.0141
ENG_000666,AUD_000195,Social,17126,10529,1.63,0.0204
ENG_000667,AUD_000195,Print,8445,7590,1.11,0.0199
ENG_000668,AUD_000196,Retail,4677,3132,1.49,0.0105
ENG_000669,AUD_000196,Email,1254,784,1.6,0.0272
ENG_000670,AUD_000196,Print,15479,10062,1.54,0.0196
ENG_000671,AUD_000196,TV,166048,111702,1.49,0.0075
ENG_000672,AUD_000196,Digital,40946,26869,1.52,0.011
ENG_000673,AUD_000197,Digital,12073,7569,1.6,0.0163
ENG_000674,AUD_000197,TV,100666,68119,1.48,0.0048
ENG_000675,AUD_000197,Email,7404,6330,1.17,0.0165
ENG_000676,AUD_000198,TV,57725,37730,1.53,0.0014
ENG_000677,AUD_000198,Radio,11315,7006,1.62,0.0206
ENG_000678,AUD_000199,OOH,16102,9898,1.63,0.0124
ENG_000679,AUD_000199,Streaming,56090,49457,1.13,0.0179
ENG_000680,AUD_000199,Radio,19570,14299,1.37,0.0158
ENG_000681,AUD_000199,TV,156309,138433,1.13,0.0067
ENG_000682,AUD_000200,Digital,8670,6366,1.36,0.0364
ENG_000683,AUD_000200,Retail,706,488,1.45,0.0096
ENG_000684,AUD_000201,Social,19925,12328,1.62,0.0275
ENG_000685,AUD_000201,Streaming,45962,38896,1.18,0.01
ENG_000686,AUD_000202,OOH,3333,2584,1.29,0.0108
ENG_000687,AUD_000202,Print,9780,7524,1.3,0.0224
ENG_000688,AUD_000202,Social,4159,3099,1.34,0.0541
ENG_000689,AUD_000202,Email,4098,3011,1.36,0.0099
ENG_000690,AUD_000202,Radio,3460,3043,1.14,0.015
ENG_000691,AUD_000203,TV,195521,117558,1.66,0.0073
ENG_000692,AUD_000203,Digital,27938,24785,1.13,0.0222
ENG_000693,AUD_000203,Streaming,76165,65668,1.16,0.0116
ENG_000694,AUD_000203,Radio,5455,3800,1.44,0.0065
ENG_000695,AUD_000203,Print,5874,3628,1.62,0.0276
ENG_000696,AUD_000204,Email,19482,14936,1.3,0.0237
ENG_000697,AUD_000204,Retail,3455,2807,1.23,0.0155
ENG_000698,AUD_000204,OOH,16026,14218,1.13,0.019
ENG_000699,AUD_000205,Social,16486,14302,1.15,0.0576
ENG_000700,AUD_000205,Radio,6354,5146,1.23,0.0084
ENG_000701,AUD_000205,OOH,8952,6916,1.29,0.0126
ENG_000702,AUD_000206,Social,18488,12679,1.46,0.0281
ENG_000703,AUD_000206,Retail,4226,2850,1.48,0.0172
ENG_000704,AUD_000206,Print,11456,9357,1.22,0.0124
ENG_000705,AUD_000206,Email,12364,7903,1.56,0.008
ENG_000706,AUD_000206,Digital,10075,7716,1.31,0.0321
ENG_000707,AUD_000207,Print,9156,6409,1.43,0.0294
ENG_000708,AUD_000207,Digital,19794,16807,1.18,0.0443
ENG_000709,AUD_000207,Email,1097,967,1.13,0.0193
ENG_000710,AUD_000207,Streaming,17408,14894,1.17,0.0112
ENG_000711,AUD_000207,Social,7371,4966,1.48,0.0668
ENG_000712,AUD_000208,Retail,1252,891,1.41,0.021
ENG_000713,AUD_000208,Digital,21739,18797,1.16,0.0494
ENG_000714,AUD_000209,Print,6614,5555,1.19,0.0163
ENG_000715,AUD_000209,Social,14749,9654,1.53,0.033
ENG_000716,AUD_000209,OOH,12941,9548,1.36,0.0092
ENG_000717,AUD_000210,Radio,4840,3978,1.22,0.0266
ENG_000718,AUD_000210,Email,11042,7298,1.51,0.0263
ENG_000719,AUD_000210,Print,5826,3642,1.6,0.0041
ENG_000720,AUD_000210,OOH,12125,8239,1.47,0.0177
ENG_000721,AUD_000211,Radio,6462,5360,1.21,0.0034
ENG_000722,AUD_000211,OOH,19160,14550,1.32,0.0097
ENG_000723,AUD_000211,Email,10838,7733,1.4,0.0157
ENG_000724,AUD_000211,Digital,29057,18084,1.61,0.035
ENG_000725,AUD_000212,Print,17092,13545,1.26,0.006
ENG_000726,AUD_000212,Retail,2561,2044,1.25,0.0094
ENG_000727,AUD_000213,Digital,26181,17392,1.51,0.0463
ENG_000728,AUD_000213,Retail,4827,4173,1.16,0.0119
ENG_000729,AUD_000213,Social,22140,17069,1.3,0.0271
ENG_000730,AUD_000213,Radio,8859,7585,1.17,0.0028
ENG_000731,AUD_000213,Streaming,51429,43347,1.19,0.0089
ENG_000732,AUD_000214,Email,10108,7520,1.34,0.0175
ENG_000733,AUD_000214,Social,23523,20448,1.15,0.0229
ENG_000734,AUD_000215,Email,3497,2125,1.65,0.0156
ENG_000735,AUD_000215,Digital,14195,9585,1.48,0.0492
ENG_000736,AUD_000215,OOH,8818,7255,1.22,0.0165
ENG_000737,AUD_000215,Print,13580,11976,1.13,0.0099
ENG_000738,AUD_000215,Streaming,16218,14536,1.12,0.0145
ENG_000739,AUD_000216,Print,13755,8724,1.58,0.0018
ENG_000740,AUD_000216,TV,158323,106504,1.49,0.005
ENG_000741,AUD_000216,Social,11142,8714,1.28,0.0729
ENG_000742,AUD_000216,Email,5818,4885,1.19,0.0241
ENG_000743,AUD_000217,TV,70323,60115,1.17,0.0034
ENG_000744,AUD_000217,Print,3736,2633,1.42,0.0013
ENG_000745,AUD_000217,Digital,12043,10478,1.15,0.0227
ENG_000746,AUD_000217,Email,5547,4538,1.22,0.0065
ENG_000747,AUD_000217,Social,14609,8958,1.63,0.0746
ENG_000748,AUD_000218,Digital,15817,12137,1.3,0.0425
ENG_000749,AUD_000218,OOH,18731,13574,1.38,0.0299
ENG_000750,AUD_000219,Digital,8937,6848,1.31,0.0455
ENG_000751,AUD_000219,Streaming,44638,36793,1.21,0.0143
ENG_000752,AUD_000219,OOH,10678,6858,1.56,0.0021
ENG_000753,AUD_000220,Print,17556,15142,1.16,0.0058
ENG_000754,AUD_000220,Email,3020,2398,1.26,0.0093
ENG_000755,AUD_000220,Retail,2779,2366,1.17,0.005
ENG_000756,AUD_000220,OOH,13853,8369,1.66,0.0148
ENG_000757,AUD_000220,Social,17001,11065,1.54,0.0623
ENG_000758,AUD_000221,Streaming,78002,63289,1.23,0.0176
ENG_000759,AUD_000221,Radio,9954,7336,1.36,0.0104
ENG_000760,AUD_000221,Retail,4354,3523,1.24,0.0072
ENG_000761,AUD_000221,Digital,37098,30075,1.23,0.0344
ENG_000762,AUD_000221,Email,6584,5121,1.29,0.0018
ENG_000763,AUD_000222,OOH,18519,15826,1.17,0.0071
ENG_000764,AUD_000222,Email,15535,11346,1.37,0.0146
ENG_000765,AUD_000222,Retail,1316,805,1.63,0.018
ENG_000766,AUD_000222,Social,20832,14202,1.47,0.0604
ENG_000767,AUD_000223,Radio,10199,8620,1.18,0.0077
ENG_000768,AUD_000223,TV,64594,57654,1.12,0.0041
ENG_000769,AUD_000224,TV,157430,123691,1.27,0.0097
ENG_000770,AUD_000224,Digital,32887,26803,1.23,0.0442
ENG_000771,AUD_000224,Retail,3933,2609,1.51,0.0099
ENG_000772,AUD_000224,OOH,16335,14246,1.15,0.0124
ENG_000773,AUD_000224,Print,16930,11817,1.43,0.0034
ENG_000774,AUD_000225,Streaming,75589,51951,1.46,0.0108
ENG_000775,AUD_000225,TV,85855,61292,1.4,0.0085
ENG_000776,AUD_000225,OOH,10362,9061,1.14,0.0163
ENG_000777,AUD_000226,Retail,2903,1794,1.62,0.0111
ENG_000778,AUD_000226,Radio,8672,6040,1.44,0.0118
ENG_000779,AUD_000226,Email,12022,7781,1.55,0.009
ENG_000780,AUD_000227,OOH,11841,7239,1.64,0.014
ENG_000781,AUD_000227,Email,14675,12860,1.14,0.0279
ENG_000782,AUD_000227,Print,11575,8538,1.36,0.0075
ENG_000783,AUD_000228,Email,6069,4242,1.43,0.0059
ENG_000784,AUD_000228,Radio,11844,10440,1.13,0.0226
ENG_000785,AUD_000228,OOH,10517,7633,1.38,0.024
ENG_000786,AUD_000228,Print,2683,1676,1.6,0.0153
ENG_000787,AUD_000229,Digital,43599,35988,1.21,0.0463
ENG_000788,AUD_000229,Email,9970,7664,1.3,0.0231
ENG_000789,AUD_000229,Print,15028,10494,1.43,0.0057
ENG_000790,AUD_000229,Social,21452,15428,1.39,0.0353
ENG_000791,AUD_000230,Digital,19684,15736,1.25,0.0236
ENG_000792,AUD_000230,TV,59973,43858,1.37,0.0015
ENG_000793,AUD_000231,Streaming,20767,18324,1.13,0.0092
ENG_000794,AUD_000231,Radio,14593,11225,1.3,0.0103
ENG_000795,AUD_000231,Retail,3122,2080,1.5,0.0211
ENG_000796,AUD_000231,OOH,12164,7550,1.61,0.0298
ENG_000797,AUD_000232,Print,10316,7480,1.38,0.0101
ENG_000798,AUD_000232,Social,24691,18032,1.37,0.0301
ENG_000799,AUD_000232,Digital,22768,14067,1.62,0.0242
ENG_000800,AUD_000232,Streaming,12938,9307,1.39,0.0087
ENG_000801,AUD_000232,Retail,2658,2300,1.16,0.0032
ENG_000802,AUD_000233,Email,18081,11822,1.53,0.0121
ENG_000803,AUD_000233,OOH,12446,11188,1.11,0.0269
ENG_000804,AUD_000233,Streaming,34719,27695,1.25,0.0154
ENG_000805,AUD_000233,Social,2345,1608,1.46,0.0627
ENG_000806,AUD_000233,Print,3161,2352,1.34,0.0243
ENG_000807,AUD_000234,TV,66031,49614,1.33,0.0044
ENG_000808,AUD_000234,Social,10219,6397,1.6,0.059
ENG_000809,AUD_000234,Streaming,42741,31025,1.38,0.0171
ENG_000810,AUD_000234,Radio,15086,9296,1.62,0.0062
ENG_000811,AUD_000234,Print,1520,1199,1.27,0.0276
ENG_000812,AUD_000235,Social,19131,14579,1.31,0.0639
ENG_000813,AUD_000235,OOH,3189,1943,1.64,0.008
ENG_000814,AUD_000236,OOH,15906,10689,1.49,0.0131
ENG_000815,AUD_000236,Print,15946,11373,1.4,0.0114
ENG_000816,AUD_000236,Social,10790,7544,1.43,0.0731
ENG_000817,AUD_000236,Email,7816,5276,1.48,0.0289
ENG_000818,AUD_000236,Radio,4631,3630,1.28,0.0244
ENG_000819,AUD_000237,Social,24655,15614,1.58,0.0741
ENG_000820,AUD_000237,Radio,5578,3985,1.4,0.0069
ENG_000821,AUD_000237,Print,11326,8057,1.41,0.0078
ENG_000822,AUD_000237,OOH,2615,1990,1.31,0.0222
ENG_000823,AUD_000238,Social,22390,19789,1.13,0.0249
ENG_000824,AUD_000238,Email,12967,10420,1.24,0.0295
ENG_000825,AUD_000238,Streaming,50806,45326,1.12,0.0128
ENG_000826,AUD_000239,TV,148701,100390,1.48,0.0049
ENG_000827,AUD_000239,OOH,14847,8971,1.65,0.0138
ENG_000828,AUD_000239,Email,4477,3115,1.44,0.03
ENG_000829,AUD_000239,Streaming,48922,33839,1.45,0.0126
ENG_000830,AUD_000240,Digital,21035,17257,1.22,0.0202
ENG_000831,AUD_000240,Streaming,27800,20459,1.36,0.0182
ENG_000832,AUD_000240,Social,19969,14698,1.36,0.0233
ENG_000833,AUD_000240,Email,10236,6306,1.62,0.0174
ENG_000834,AUD_000240,Retail,4415,3865,1.14,0.011
ENG_000835,AUD_000241,Digital,28673,21567,1.33,0.0182
ENG_000836,AUD_000241,Social,16141,13405,1.2,0.0296
ENG_000837,AUD_000242,Email,19328,15090,1.28,0.0035
ENG_000838,AUD_000242,Retail,2958,2511,1.18,0.0114
ENG_000839,AUD_000242,OOH,3705,2649,1.4,0.022
ENG_000840,AUD_000243,Retail,3724,2968,1.25,0.0095
ENG_000841,AUD_000243,Radio,10782,7868,1.37,0.0233
ENG_000842,AUD_000244,Social,9448,5874,1.61,0.0422
ENG_000843,AUD_000244,TV,129471,111591,1.16,0.0098
ENG_000844,AUD_000244,OOH,18246,13004,1.4,0.0166
ENG_000845,AUD_000245,Retail,4613,3581,1.29,0.0231
ENG_000846,AUD_000245,OOH,12359,10249,1.21,0.0046
ENG_000847,AUD_000245,TV,128973,91922,1.4,0.0094
ENG_000848,AUD_000245,Print,8487,6170,1.38,0.0052
ENG_000849,AUD_000246,TV,57303,35366,1.62,0.0072
ENG_000850,AUD_000246,Digital,48649,30309,1.61,0.0293
ENG_000851,AUD_000246,Retail,765,649,1.18,0.0154
ENG_000852,AUD_000246,Radio,9842,7975,1.23,0.0133
ENG_000853,AUD_000247,Streaming,39040,31196,1.25,0.0052
ENG_000854,AUD_000247,Print,16968,13170,1.29,0.0047
ENG_000855,AUD_000247,TV,73016,52250,1.4,0.0034
ENG_000856,AUD_000248,Radio,6871,5601,1.23,0.0216
ENG_000857,AUD_000248,Digital,48688,41978,1.16,0.0448
