performance_id,campaign_id,segment_id,creative_id,media_channel,impressions,clicks,conversions,cost,ROI,CTR
PERF_000268,CAM_000333,SEG_002166,CRE_001297,Email,73875,978,28,603.69,6.82,0.0132
PERF_000269,CAM_000280,SEG_000368,CRE_001117,Streaming,81699,652,31,1098.3,2.52,0.008
PERF_000270,CAM_000024,SEG_001818,CRE_000094,Radio,12628,65,2,100.22,0.76,0.0052
PERF_000271,CAM_000001,SEG_000953,CRE_000004,Email,5015,52,1,47.81,0.72,0.0105
PERF_000272,CAM_000041,SEG_002885,CRE_000162,Retail,68000,516,18,601.53,4.23,0.0076
PERF_000273,CAM_000120,SEG_001233,CRE_000480,TV,36917,605,13,1077.13,0.57,0.0164
PERF_000274,CAM_000152,SEG_002412,CRE_000608,Digital,43945,466,8,240.72,4.83,0.0106
PERF_000275,CAM_000011,SEG_000065,CRE_000044,Streaming,78430,923,28,1643.56,0.43,0.0118
PERF_000276,CAM_000185,SEG_001134,CRE_000737,TV,9019,80,2,155.42,-0.19,0.0089
PERF_000277,CAM_000023,SEG_002579,CRE_000090,Social,4450,61,1,39.61,2.07,0.0139
PERF_000278,CAM_000380,SEG_001586,CRE_001440,Streaming,51823,791,20,1088.58,2.27,0.0153
PERF_000279,CAM_000372,SEG_001274,CRE_001414,Email,89395,2891,120,875.27,25.0,0.0324
PERF_000280,CAM_000251,SEG_002139,CRE_001001,Digital,70590,571,17,494.13,1.09,0.0081
PERF_000281,CAM_000274,SEG_000433,CRE_001095,Print,76247,830,12,628.73,0.68,0.0109
PERF_000282,CAM_000029,SEG_001049,CRE_000115,Radio,49481,573,25,221.31,17.46,0.0116
PERF_000283,CAM_000043,SEG_000701,CRE_000170,Social,75803,1000,17,1110.56,0.12,0.0132
PERF_000284,CAM_000299,SEG_002897,CRE_001194,Streaming,54499,278,10,767.76,0.97,0.0051
PERF_000285,CAM_000057,SEG_001207,CRE_000225,OOH,97417,1511,67,248.04,37.79,0.0155
PERF_000286,CAM_000225,SEG_000257,CRE_000899,TV,92587,1576,42,3295.7,1.4,0.017
PERF_000287,CAM_000225,SEG_000995,CRE_000897,Digital,14090,168,7,94.69,9.08,0.012
PERF_000288,CAM_000263,SEG_001417,CRE_001052,Retail,96242,1520,60,231.75,43.18,0.0158
PERF_000289,CAM_000021,SEG_001972,CRE_000081,Radio,91942,1089,46,775.28,9.37,0.0118
PERF_000290,CAM_000199,SEG_001302,CRE_000796,Radio,51344,916,34,144.11,25.96,0.0179
PERF_000291,CAM_000200,SEG_001619,CRE_000799,Print,60972,391,11,508.61,0.45,0.0064
PERF_000292,CAM_000061,SEG_000341,CRE_000244,Digital,6109,87,0,31.36,-1.0,0.0144
PERF_000293,CAM_000173,SEG_002837,CRE_000692,Email,75280,809,19,405.16,5.78,0.0108
PERF_000294,CAM_000210,SEG_000761,CRE_000839,Digital,48387,591,13,196.99,6.47,0.0122
PERF_000295,CAM_000015,SEG_001432,CRE_000058,Social,25580,305,13,332.05,3.97,0.0119
PERF_000296,CAM_000275,SEG_001058,CRE_001097,TV,68596,772,23,2181.86,0.59,0.0113
PERF_000297,CAM_000265,SEG_002604,CRE_001058,Social,99545,517,10,776.71,-0.08,0.0052
PERF_000298,CAM_000312,SEG_002428,CRE_001235,OOH,71803,761,11,642.14,1.63,0.0106
PERF_000299,CAM_000034,SEG_000014,CRE_000133,Social,29704,683,21,393.99,1.74,0.023
PERF_000300,CAM_000144,SEG_000057,CRE_000575,TV,7217,62,2,266.12,-0.24,0.0087
PERF_000301,CAM_000349,SEG_001267,CRE_001345,TV,14898,273,3,349.78,-0.14,0.0184
PERF_000302,CAM_000076,SEG_000002,CRE_000304,Radio,59996,793,9,474.85,2.22,0.0132
PERF_000303,CAM_000317,SEG_000191,CRE_001251,Radio,81030,473,17,460.87,4.17,0.0058
PERF_000304,CAM_000139,SEG_000029,CRE_000556,Print,26284,287,12,216.11,8.13,0.0109
PERF_000305,CAM_000265,SEG_000457,CRE_001058,Social,69378,929,19,870.12,0.71,0.0134
PERF_000306,CAM_000210,SEG_000546,CRE_000837,Print,11423,127,2,109.99,1.74,0.0112
PERF_000307,CAM_000035,SEG_001946,CRE_000137,OOH,93978,1115,19,496.99,6.2,0.0119
PERF_000308,CAM_000383,SEG_002337,CRE_001448,Retail,89250,1501,56,623.17,8.31,0.0168
PERF_000309,CAM_000383,SEG_001115,CRE_001449,Email,83905,1965,92,533.09,9.91,0.0234
PERF_000310,CAM_000136,SEG_002608,CRE_000543,Streaming,91460,646,14,1139.39,0.43,0.0071
PERF_000311,CAM_000019,SEG_001935,CRE_000073,Radio,6003,101,4,34.7,20.88,0.0169
PERF_000312,CAM_000165,SEG_000168,CRE_000660,Print,22369,200,8,140.35,6.5,0.009
PERF_000313,CAM_000275,SEG_002955,CRE_001100,Email,87410,2590,65,536.06,15.82,0.0296
PERF_000314,CAM_000013,SEG_001508,CRE_000052,Streaming,30587,559,8,570.6,0.81,0.0183
PERF_000315,CAM_000225,SEG_000255,CRE_000898,Retail,94755,588,26,206.15,9.86,0.0062
PERF_000316,CAM_000349,SEG_002554,CRE_001345,Email,41587,472,23,331.75,8.14,0.0114
PERF_000317,CAM_000160,SEG_000308,CRE_000637,TV,39398,427,9,1115.9,0.23,0.0109
PERF_000318,CAM_000184,SEG_000803,CRE_000733,OOH,99642,774,20,328.87,10.39,0.0078
PERF_000319,CAM_000025,SEG_000953,CRE_000098,Email,87618,1937,38,398.49,8.01,0.0221
PERF_000320,CAM_000348,SEG_001626,CRE_001343,Email,38134,1109,22,308.5,11.5,0.0291
PERF_000321,CAM_000306,SEG_000173,CRE_001217,Radio,39786,770,19,212.8,9.99,0.0194
PERF_000322,CAM_000355,SEG_002941,CRE_001363,Social,8502,175,5,121.75,4.58,0.0206
PERF_000323,CAM_000375,SEG_000312,CRE_001424,Email,37559,634,16,214.95,9.38,0.0169
PERF_000324,CAM_000061,SEG_001525,CRE_000242,Streaming,99612,557,21,1520.72,1.2,0.0056
PERF_000325,CAM_000164,SEG_000668,CRE_000653,OOH,91848,1007,12,903.27,1.11,0.011
PERF_000326,CAM_000018,SEG_002438,CRE_000069,Digital,70032,368,10,524.68,1.64,0.0053
PERF_000327,CAM_000176,SEG_002880,CRE_000704,Radio,4054,21,0,16.44,-1.0,0.0054
PERF_000328,CAM_000219,SEG_001411,CRE_000874,Print,90118,772,36,450.14,8.38,0.0086
PERF_000329,CAM_000255,SEG_000641,CRE_001018,Radio,57859,423,19,518.58,0.95,0.0073
PERF_000330,CAM_000231,SEG_000466,CRE_000924,Radio,71867,971,41,466.48,10.84,0.0135
PERF_000331,CAM_000165,SEG_000090,CRE_000657,Social,61225,341,13,699.23,1.91,0.0056
PERF_000332,CAM_000015,SEG_002878,CRE_000060,OOH,25213,127,5,81.22,8.84,0.0051
PERF_000333,CAM_000315,SEG_002128,CRE_001245,Social,19452,185,5,276.89,2.39,0.0095
PERF_000334,CAM_000252,SEG_001723,CRE_001007,OOH,81128,1530,72,414.06,21.92,0.0189
PERF_000335,CAM_000096,SEG_000838,CRE_000382,Retail,16303,318,6,69.51,8.74,0.0195
PERF_000336,CAM_000313,SEG_002301,CRE_001238,Email,73130,1963,89,404.44,25.72,0.0268
PERF_000337,CAM_000147,SEG_002596,CRE_000586,Print,46156,597,22,254.41,8.15,0.0129
PERF_000338,CAM_000188,SEG_001226,CRE_000751,Streaming,92164,1265,26,1541.59,0.46,0.0137
PERF_000339,CAM_000276,SEG_001581,CRE_001103,Digital,86526,966,31,361.61,8.41,0.0112
PERF_000340,CAM_000094,SEG_000592,CRE_000376,Email,65295,2237,40,186.93,27.38,0.0343
PERF_000341,CAM_000272,SEG_001969,CRE_001087,Print,32526,289,10,136.28,8.83,0.0089
PERF_000342,CAM_000355,SEG_001960,CRE_001363,OOH,58844,559,26,483.72,6.4,0.0095
PERF_000343,CAM_000393,SEG_002700,CRE_001477,Streaming,3388,26,0,56.18,-1.0,0.0079
PERF_000344,CAM_000255,SEG_000734,CRE_001019,OOH,75517,1452,70,679.58,14.46,0.0192
PERF_000345,CAM_000268,SEG_002071,CRE_001069,Print,58421,877,36,458.22,4.99,0.015
PERF_000346,CAM_000170,SEG_000038,CRE_000677,TV,88120,1525,35,2500.38,0.32,0.0173
PERF_000347,CAM_000074,SEG_000719,CRE_000296,Streaming,54116,440,17,809.41,1.72,0.0081
PERF_000348,CAM_000163,SEG_001658,CRE_000652,Streaming,46369,393,6,667.53,-0.45,0.0085
PERF_000349,CAM_000387,SEG_000957,CRE_001459,Email,17430,415,12,152.23,10.31,0.0239
PERF_000350,CAM_000400,SEG_002178,CRE_001499,Print,87629,1107,25,251.0,13.53,0.0126
PERF_000351,CAM_000210,SEG_001789,CRE_000840,TV,14432,179,7,482.74,0.96,0.0124
PERF_000352,CAM_000213,SEG_002516,CRE_000850,OOH,5848,38,1,43.87,1.4,0.0066
PERF_000353,CAM_000095,SEG_000676,CRE_000377,Print,41401,255,3,412.32,0.41,0.0062
PERF_000354,CAM_000172,SEG_001533,CRE_000686,Digital,91214,1056,41,380.16,12.26,0.0116
PERF_000355,CAM_000101,SEG_001853,CRE_000401,Radio,16039,171,3,32.81,14.77,0.0107
PERF_000356,CAM_000238,SEG_000652,CRE_000949,Streaming,11818,97,1,127.08,-0.44,0.0082
PERF_000357,CAM_000311,SEG_001139,CRE_001231,Email,7749,46,1,48.58,1.4,0.006
PERF_000358,CAM_000162,SEG_002809,CRE_000646,Radio,48174,563,16,208.16,10.28,0.0117
PERF_000359,CAM_000287,SEG_000614,CRE_001148,Digital,31000,428,5,85.7,7.71,0.0138
PERF_000360,CAM_000282,SEG_000272,CRE_001126,Social,55511,710,30,828.46,4.2,0.0128
PERF_000361,CAM_000184,SEG_001020,CRE_000734,Email,85034,450,9,578.52,1.67,0.0053
PERF_000362,CAM_000106,SEG_002037,CRE_000423,Digital,76710,1135,31,298.7,8.44,0.0148
PERF_000363,CAM_000219,SEG_001372,CRE_000875,Digital,63152,383,13,302.97,5.17,0.0061
PERF_000364,CAM_000154,SEG_001063,CRE_000613,Print,80973,1042,24,512.92,5.65,0.0129
PERF_000365,CAM_000311,SEG_000120,CRE_001233,TV,50755,557,23,1489.24,0.85,0.011
PERF_000366,CAM_000028,SEG_000813,CRE_000112,Print,20273,381,10,106.31,17.6,0.0188
PERF_000367,CAM_000273,SEG_002057,CRE_001090,Email,66496,686,14,536.83,1.83,0.0103
PERF_000368,CAM_000043,SEG_000994,CRE_000169,Digital,96403,992,21,273.66,13.53,0.0103
PERF_000369,CAM_000089,SEG_002373,CRE_000354,OOH,41070,566,21,353.93,7.21,0.0138
PERF_000370,CAM_000368,SEG_000378,CRE_001404,Streaming,19774,139,2,420.76,-0.52,0.0071
PERF_000371,CAM_000071,SEG_000395,CRE_000284,Email,47393,348,8,200.52,2.94,0.0073
PERF_000372,CAM_000389,SEG_000444,CRE_001465,Print,88715,885,44,524.17,3.21,0.01
PERF_000373,CAM_000232,SEG_002202,CRE_000926,OOH,63404,670,23,507.69,2.66,0.0106
PERF_000374,CAM_000396,SEG_000649,CRE_001486,Print,4484,54,1,40.26,2.14,0.0121
PERF_000375,CAM_000123,SEG_001176,CRE_000492,Digital,56857,550,11,295.18,3.22,0.0097
PERF_000376,CAM_000113,SEG_002605,CRE_000449,Streaming,9108,157,7,110.25,11.55,0.0173
PERF_000377,CAM_000354,SEG_002232,CRE_001360,Radio,34756,300,11,336.04,3.0,0.0086
PERF_000378,CAM_000183,SEG_000226,CRE_000729,Email,45938,971,12,247.27,6.84,0.0211
PERF_000379,CAM_000312,SEG_001398,CRE_001234,Print,72503,524,10,199.05,2.54,0.0072
PERF_000380,CAM_000041,SEG_002726,CRE_000164,Digital,47624,691,17,238.52,9.12,0.0145
PERF_000381,CAM_000322,SEG_000801,CRE_001264,Digital,91350,644,18,248.19,3.83,0.0071
PERF_000382,CAM_000240,SEG_001352,CRE_000958,TV,87898,983,45,2323.29,2.38,0.0112
PERF_000383,CAM_000361,SEG_002882,CRE_001382,Digital,40338,304,11,163.82,9.77,0.0075
PERF_000384,CAM_000167,SEG_001921,CRE_000668,OOH,10096,66,2,50.39,5.48,0.0065
PERF_000385,CAM_000270,SEG_001701,CRE_001079,OOH,28641,193,2,125.67,0.72,0.0068
PERF_000386,CAM_000163,SEG_001212,CRE_000650,Print,31255,424,8,169.38,3.39,0.0136
PERF_000387,CAM_000110,SEG_002104,CRE_000438,Streaming,2646,44,0,60.47,-1.0,0.017
PERF_000388,CAM_000258,SEG_001413,CRE_001032,OOH,18726,199,7,141.58,4.98,0.0107
PERF_000389,CAM_000096,SEG_000142,CRE_000384,OOH,84079,509,8,373.78,0.42,0.0061
PERF_000390,CAM_000089,SEG_000028,CRE_000355,Social,73062,1506,64,1044.31,6.81,0.0206
PERF_000391,CAM_000016,SEG_002242,CRE_000064,OOH,33691,388,10,266.13,5.26,0.0115
PERF_000392,CAM_000158,SEG_002612,CRE_000630,OOH,6486,69,2,29.21,9.72,0.0107
PERF_000393,CAM_000398,SEG_000011,CRE_001492,Streaming,74819,1296,47,1665.49,1.34,0.0173
PERF_000394,CAM_000386,SEG_002712,CRE_001457,Social,46284,614,10,385.69,0.4,0.0133
PERF_000395,CAM_000040,SEG_000300,CRE_000159,Streaming,67686,817,30,1652.08,0.02,0.0121
PERF_000396,CAM_000092,SEG_000574,CRE_000367,Digital,8216,70,1,24.66,4.32,0.0086
PERF_000397,CAM_000295,SEG_000963,CRE_001180,Radio,51263,1014,12,336.8,0.94,0.0198
PERF_000398,CAM_000197,SEG_001740,CRE_000785,Streaming,59587,402,17,1368.55,0.15,0.0067
PERF_000399,CAM_000093,SEG_002198,CRE_000372,Retail,62051,1077,49,428.82,6.42,0.0174
PERF_000400,CAM_000250,SEG_000499,CRE_000998,Social,75413,443,11,621.55,1.84,0.0059
PERF_000401,CAM_000272,SEG_002110,CRE_001088,Email,48849,921,25,112.83,25.53,0.0189
PERF_000402,CAM_000063,SEG_000807,CRE_000249,Print,3607,30,1,8.75,16.52,0.0086
PERF_000403,CAM_000008,SEG_001394,CRE_000032,Print,27115,187,5,235.42,0.26,0.0069
PERF_000404,CAM_000375,SEG_002830,CRE_001424,Radio,21248,375,7,57.46,22.83,0.0177
PERF_000405,CAM_000316,SEG_001751,CRE_001247,Retail,84323,1361,37,370.87,12.02,0.0161
PERF_000406,CAM_000240,SEG_001552,CRE_000957,Print,84293,1600,62,340.1,24.91,0.019
PERF_000407,CAM_000143,SEG_000492,CRE_000570,Digital,94622,950,9,192.11,7.7,0.0101
PERF_000408,CAM_000377,SEG_000056,CRE_001429,Streaming,28751,471,22,400.97,5.42,0.0164
PERF_000409,CAM_000251,SEG_001111,CRE_001002,Streaming,3259,53,1,72.27,0.09,0.0164
PERF_000410,CAM_000076,SEG_000740,CRE_000302,Radio,95835,1832,68,720.53,6.88,0.0191
PERF_000411,CAM_000085,SEG_001752,CRE_000337,Digital,28404,346,7,64.38,10.02,0.0122
PERF_000412,CAM_000242,SEG_000486,CRE_000965,OOH,54066,569,17,290.46,9.08,0.0105
PERF_000413,CAM_000022,SEG_000322,CRE_000087,TV,5684,30,0,97.52,-1.0,0.0053
PERF_000414,CAM_000196,SEG_002170,CRE_000781,Digital,85426,1052,31,556.37,6.99,0.0123
PERF_000415,CAM_000106,SEG_002563,CRE_000423,Retail,67611,1012,13,165.56,7.58,0.015
PERF_000416,CAM_000339,SEG_002412,CRE_001316,Print,30529,192,4,231.85,1.5,0.0063
PERF_000417,CAM_000270,SEG_002770,CRE_001077,TV,85999,454,13,2361.27,-0.45,0.0053
PERF_000418,CAM_000051,SEG_001346,CRE_000202,Social,15371,233,9,189.89,5.29,0.0152
PERF_000419,CAM_000252,SEG_000789,CRE_001006,TV,88201,1422,30,1887.77,1.07,0.0161
PERF_000420,CAM_000164,SEG_002615,CRE_000655,TV,14815,222,7,254.68,2.46,0.015
PERF_000421,CAM_000362,SEG_002929,CRE_001386,Retail,15305,202,4,106.05,1.8,0.0132
PERF_000422,CAM_000144,SEG_001651,CRE_000574,Radio,60450,343,9,512.57,2.41,0.0057
PERF_000423,CAM_000128,SEG_001839,CRE_000512,Social,64852,1181,14,598.09,0.85,0.0182
PERF_000424,CAM_000178,SEG_000182,CRE_000709,Retail,95932,1668,49,332.96,19.11,0.0174
PERF_000425,CAM_000329,SEG_000324,CRE_001285,TV,70992,520,13,2213.68,-0.28,0.0073
PERF_000426,CAM_000215,SEG_001285,CRE_000857,TV,57921,893,19,1600.7,0.69,0.0154
PERF_000427,CAM_000006,SEG_001591,CRE_000022,Radio,51360,567,24,137.62,27.0,0.011
PERF_000428,CAM_000096,SEG_002278,CRE_000383,Email,76655,681,9,163.98,5.7,0.0089
PERF_000429,CAM_000221,SEG_002059,CRE_000883,Retail,29753,309,13,64.83,23.86,0.0104
PERF_000430,CAM_000102,SEG_000915,CRE_000406,Print,26982,180,3,240.65,1.39,0.0067
PERF_000431,CAM_000330,SEG_002055,CRE_001290,Print,76873,493,18,227.59,8.59,0.0064
PERF_000432,CAM_000203,SEG_002650,CRE_000809,Email,57620,664,30,419.28,11.15,0.0115
PERF_000433,CAM_000144,SEG_001565,CRE_000573,Digital,23615,124,5,156.02,4.88,0.0053
PERF_000434,CAM_000354,SEG_002349,CRE_001361,Digital,45345,577,17,156.15,4.62,0.0127
PERF_000435,CAM_000274,SEG_001433,CRE_001096,TV,88014,1367,43,2332.4,1.04,0.0155
PERF_000436,CAM_000131,SEG_001007,CRE_000521,Retail,81885,528,23,189.44,14.5,0.0065
PERF_000437,CAM_000149,SEG_000953,CRE_000595,Email,72608,885,11,498.36,2.6,0.0122
PERF_000438,CAM_000226,SEG_000764,CRE_000903,Digital,60344,812,34,280.9,19.28,0.0135
PERF_000439,CAM_000025,SEG_001182,CRE_000097,OOH,77407,1356,47,271.18,32.1,0.0175
PERF_000440,CAM_000041,SEG_002056,CRE_000162,Email,12656,209,6,116.29,5.38,0.0166
PERF_000441,CAM_000049,SEG_002726,CRE_000193,Streaming,1886,15,0,20.37,-1.0,0.0084
PERF_000442,CAM_000224,SEG_000897,CRE_000895,Streaming,66287,640,18,1651.6,-0.28,0.0097
PERF_000443,CAM_000319,SEG_002567,CRE_001257,Streaming,66794,606,18,685.95,0.56,0.0091
PERF_000444,CAM_000047,SEG_000063,CRE_000185,Social,32299,199,8,367.62,2.44,0.0062
PERF_000445,CAM_000281,SEG_001132,CRE_001122,TV,34458,645,8,1142.83,0.29,0.0187
PERF_000446,CAM_000293,SEG_002632,CRE_001169,Digital,15279,130,4,109.8,5.63,0.0086
PERF_000447,CAM_000077,SEG_002377,CRE_000308,OOH,65490,1249,25,261.86,10.19,0.0191
PERF_000448,CAM_000148,SEG_001723,CRE_000592,Radio,50468,309,12,400.37,4.63,0.0061
PERF_000449,CAM_000288,SEG_001747,CRE_001149,Streaming,49929,926,32,1056.76,1.4,0.0186
PERF_000450,CAM_000169,SEG_001627,CRE_000673,OOH,41575,511,6,415.0,1.81,0.0123
PERF_000451,CAM_000150,SEG_000428,CRE_000597,Email,61474,1676,62,419.63,21.84,0.0273
PERF_000452,CAM_000008,SEG_002495,CRE_000031,Email,30390,355,10,92.7,16.46,0.0117
PERF_000453,CAM_000217,SEG_001424,CRE_000865,Streaming,75260,907,32,1631.79,1.09,0.0121
PERF_000454,CAM_000070,SEG_000289,CRE_000278,Print,53843,601,20,158.59,19.11,0.0112
PERF_000455,CAM_000291,SEG_002352,CRE_001161,Digital,96513,1174,33,455.36,2.92,0.0122
PERF_000456,CAM_000333,SEG_002058,CRE_001299,Print,92230,1546,37,863.44,6.23,0.0168
PERF_000457,CAM_000218,SEG_002208,CRE_000869,Radio,79268,931,34,361.31,16.53,0.0117
PERF_000458,CAM_000252,SEG_001901,CRE_001005,Print,64229,527,19,542.46,3.41,0.0082
PERF_000459,CAM_000237,SEG_000161,CRE_000947,Radio,5455,87,2,16.72,16.75,0.016
PERF_000460,CAM_000244,SEG_001017,CRE_000973,Social,30357,495,10,386.24,2.98,0.0163
PERF_000461,CAM_000391,SEG_002721,CRE_001473,Digital,57885,578,17,399.15,4.0,0.01
PERF_000462,CAM_000126,SEG_001830,CRE_000504,Email,49245,632,16,391.55,5.67,0.0128
PERF_000463,CAM_000042,SEG_000637,CRE_000167,OOH,28539,200,3,57.77,4.18,0.007
PERF_000464,CAM_000365,SEG_001798,CRE_001394,Email,77518,777,27,480.79,1.93,0.01
PERF_000465,CAM_000388,SEG_000674,CRE_001463,Digital,78125,903,21,520.57,6.29,0.0116
PERF_000466,CAM_000204,SEG_002048,CRE_000816,Social,8229,125,3,82.14,4.57,0.0152
PERF_000467,CAM_000309,SEG_001797,CRE_001226,Streaming,92090,1389,57,934.93,3.21,0.0151
PERF_000468,CAM_000353,SEG_002806,CRE_001357,Streaming,46324,746,14,676.26,1.97,0.0161
PERF_000469,CAM_000252,SEG_002306,CRE_001008,Retail,60523,305,9,551.82,1.14,0.005
PERF_000470,CAM_000250,SEG_001627,CRE_001000,Streaming,15654,243,9,193.72,5.57,0.0155
PERF_000471,CAM_000162,SEG_002586,CRE_000648,Print,32405,286,7,280.08,3.9,0.0088
PERF_000472,CAM_000322,SEG_000193,CRE_001264,Retail,14679,165,2,111.08,1.77,0.0113
PERF_000473,CAM_000234,SEG_001605,CRE_000933,Digital,35864,183,6,107.01,7.39,0.0051
PERF_000474,CAM_000043,SEG_000233,CRE_000171,Social,19700,432,10,266.55,3.26,0.0219
PERF_000475,CAM_000033,SEG_000254,CRE_000130,Streaming,67953,813,23,686.93,4.62,0.012
PERF_000476,CAM_000317,SEG_002932,CRE_001250,Digital,94903,1319,38,234.51,19.64,0.0139
PERF_000477,CAM_000282,SEG_002492,CRE_001128,TV,20641,156,3,821.71,-0.5,0.0076
PERF_000478,CAM_000017,SEG_001629,CRE_000067,Radio,5580,43,0,16.03,-1.0,0.0079
PERF_000479,CAM_000243,SEG_000369,CRE_000971,Social,39713,269,13,555.64,1.07,0.0068
PERF_000480,CAM_000143,SEG_000361,CRE_000572,Print,46278,484,11,391.17,1.18,0.0105
PERF_000481,CAM_000106,SEG_001014,CRE_000423,Radio,48733,672,17,482.52,2.36,0.0138
PERF_000482,CAM_000045,SEG_002539,CRE_000179,Radio,86967,970,17,654.17,1.79,0.0112
PERF_000483,CAM_000263,SEG_000954,CRE_001050,Print,94714,910,23,203.88,12.2,0.0096
PERF_000484,CAM_000135,SEG_001207,CRE_000537,Social,43673,375,15,588.37,0.28,0.0086
PERF_000485,CAM_000045,SEG_002322,CRE_000180,Print,48958,414,8,105.62,7.25,0.0085
PERF_000486,CAM_000319,SEG_001783,CRE_001257,Print,82961,1385,40,502.59,4.16,0.0167
PERF_000487,CAM_000136,SEG_000852,CRE_000543,Streaming,41493,703,11,1005.1,-0.0,0.017
PERF_000488,CAM_000141,SEG_001775,CRE_000563,Streaming,90794,1571,29,2157.32,0.82,0.0173
PERF_000489,CAM_000136,SEG_002739,CRE_000544,Social,47027,926,12,480.02,0.4,0.0197
PERF_000490,CAM_000107,SEG_001551,CRE_000428,Digital,79780,966,34,352.96,5.24,0.0121
PERF_000491,CAM_000075,SEG_000838,CRE_000297,OOH,12245,70,1,88.7,-0.26,0.0057
PERF_000492,CAM_000220,SEG_000709,CRE_000880,Retail,99679,850,26,802.49,4.08,0.0085
PERF_000493,CAM_000317,SEG_003002,CRE_001250,Email,13846,308,5,29.6,8.68,0.0223
PERF_000494,CAM_000049,SEG_002481,CRE_000195,Print,28691,246,9,273.62,3.9,0.0086
PERF_000495,CAM_000066,SEG_001602,CRE_000261,Radio,77353,1543,23,496.55,3.83,0.02
PERF_000496,CAM_000057,SEG_000491,CRE_000228,Digital,93836,744,24,248.56,11.23,0.0079
PERF_000497,CAM_000002,SEG_000868,CRE_000006,TV,57047,433,8,1614.44,-0.37,0.0076
PERF_000498,CAM_000326,SEG_002686,CRE_001276,Digital,36160,312,8,196.1,4.06,0.0086
PERF_000499,CAM_000063,SEG_001639,CRE_000251,Print,2031,25,1,5.6,11.69,0.0124
PERF_000500,CAM_000122,SEG_000612,CRE_000486,Social,93164,1073,16,1147.46,0.45,0.0115
PERF_000501,CAM_000192,SEG_000338,CRE_000765,Social,47166,643,24,492.13,4.81,0.0136
PERF_000502,CAM_000391,SEG_000563,CRE_001472,Retail,47405,733,25,387.36,9.18,0.0155
PERF_000503,CAM_000015,SEG_002835,CRE_000058,Retail,14569,131,3,87.0,4.63,0.009
PERF_000504,CAM_000282,SEG_001758,CRE_001128,Digital,70711,824,25,174.31,20.17,0.0117
PERF_000505,CAM_000147,SEG_001189,CRE_000585,Print,72748,539,25,378.39,6.02,0.0074
PERF_000506,CAM_000250,SEG_002449,CRE_001000,TV,28778,369,16,636.6,3.52,0.0128
PERF_000507,CAM_000337,SEG_002703,CRE_001309,OOH,31236,222,8,116.87,3.85,0.0071
PERF_000508,CAM_000130,SEG_000566,CRE_000517,Digital,57727,404,19,308.11,4.07,0.007
PERF_000509,CAM_000041,SEG_002099,CRE_000161,Digital,45617,342,7,364.72,2.65,0.0075
PERF_000510,CAM_000278,SEG_001988,CRE_001109,Retail,63497,648,6,258.14,1.15,0.0102
PERF_000511,CAM_000227,SEG_000370,CRE_000907,Print,41918,344,7,85.01,8.78,0.0082
PERF_000512,CAM_000356,SEG_001227,CRE_001368,TV,51686,794,13,1227.28,-0.19,0.0154
PERF_000513,CAM_000332,SEG_001011,CRE_001295,Digital,36138,288,5,188.84,1.24,0.008
PERF_000514,CAM_000192,SEG_002978,CRE_000767,Streaming,76596,1475,36,1821.91,2.22,0.0193
PERF_000515,CAM_000377,SEG_002671,CRE_001429,OOH,64284,628,26,382.67,9.7,0.0098
PERF_000516,CAM_000165,SEG_000496,CRE_000660,OOH,4616,86,2,22.02,13.26,0.0187
PERF_000517,CAM_000382,SEG_000425,CRE_001446,Print,23713,185,4,172.51,1.72,0.0078
PERF_000518,CAM_000133,SEG_000512,CRE_000531,Retail,72820,1375,22,447.4,5.77,0.0189
PERF_000519,CAM_000220,SEG_000530,CRE_000880,Streaming,46677,353,10,996.38,0.97,0.0076
PERF_000520,CAM_000003,SEG_000974,CRE_000012,Radio,99497,1131,17,239.85,12.98,0.0114
PERF_000521,CAM_000261,SEG_000193,CRE_001042,Digital,3795,46,1,27.03,4.15,0.0122
PERF_000522,CAM_000094,SEG_002108,CRE_000374,Digital,5719,61,0,17.51,-1.0,0.0108
PERF_000523,CAM_000381,SEG_002650,CRE_001441,Retail,19900,157,3,81.07,3.99,0.0079
PERF_000524,CAM_000026,SEG_000867,CRE_000102,Digital,65211,890,29,360.28,14.61,0.0137
PERF_000525,CAM_000086,SEG_000047,CRE_000344,Radio,12391,66,2,115.35,0.31,0.0053
PERF_000526,CAM_000288,SEG_002449,CRE_001150,Digital,48332,646,21,325.66,10.24,0.0134
PERF_000527,CAM_000127,SEG_002153,CRE_000508,Radio,81262,1248,49,325.47,11.31,0.0154
PERF_000528,CAM_000018,SEG_001767,CRE_000070,Social,24358,531,11,255.99,6.66,0.0218
PERF_000529,CAM_000243,SEG_001917,CRE_000970,TV,2644,22,0,46.54,-1.0,0.0085
PERF_000530,CAM_000026,SEG_001422,CRE_000101,Print,72053,714,15,151.89,11.49,0.0099
PERF_000531,CAM_000300,SEG_002303,CRE_001200,Radio,76484,567,20,484.21,1.79,0.0074
PERF_000532,CAM_000044,SEG_001467,CRE_000173,Digital,19388,222,6,145.38,7.02,0.0115
PERF_000533,CAM_000294,SEG_000089,CRE_001173,OOH,91390,854,18,262.9,10.43,0.0093
PERF_000534,CAM_000192,SEG_000451,CRE_000765,TV,31763,352,15,874.13,1.11,0.0111
PERF_000535,CAM_000065,SEG_001931,CRE_000258,Radio,81434,1229,44,176.8,15.39,0.0151
